,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,url,views,votes
3,Hartia0,"May 28th, 2020 12:07 pm","July 6, 2020","Jun 30th, 2020 8:52 am",Computers & Electronics,,62,,Sony Online Entertainment,Video Games,Playstation Plus June 2020 ( Star Wars Battlefront 2 + Call of Duty WWII),https://blog.us.playstation.com/2020/05/28/star-wars-battlefront-ii-and-call-of-duty-wwii-are-your-ps-plus-games-for-june/,16047,51
4,Presents,"Jun 30th, 2020 12:41 am","July 5, 2020","Jun 30th, 2020 8:09 am",Apparel,179.99,3,$80 off,Costco,Men's Apparel,Citizen Eco-Drive Brycen Black Dial Men's Watch - $179.99 delivered,https://www.costco.ca/citizen-eco-drive-brycen-black-dial-men's-watch.product.100539372.html,3470,2
5,linuxfan,"Jun 28th, 2020 1:29 pm",,"Jun 30th, 2020 1:31 am",,89.99,18,8%,Amazon.ca,Computers & Electronics,TP-Link EAP245 V3 AC1750 PoE Wireless MU-MIMO Gigabit Ceiling Mount Access Point(Warm)$89.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FTP-Link-EAP245-Wireless-Supports-Injector%2Fdp%2FB07NMZR3F1%2Fref%3Dsr_1_1%3Fcrid%3DOELY662L99BD%26dchild%3D1%26keywords%3Dtp-link%2Beap245%2Bv3%26qid%3D1593364053%26sprefix%3Dtp-link%2Beap245%252Caps%252C163%26sr%3D8-1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,4668,3
6,JRGUINNESS,"May 20th, 2020 7:03 pm",,"Jun 30th, 2020 1:04 am",Financial Services,,54,,TD First Class Visa Infinite,Credit Cards,Free $50 Gift Card for TD First Class Travel Visa Infinite Card Holders,,15409,4
7,ESJExplorer,"Jun 29th, 2020 2:49 pm","July 5, 2020","Jun 30th, 2020 12:49 am",Travel,,10,,,Other,Earn 10X the miles with our 7 Days of Summer Event,https://www.aeroplan.com/sevendays.do?cid=011162271#/,2417,4
8,xtreme883,"Jun 30th, 2020 12:47 am","July 5, 2020","Jun 30th, 2020 12:47 am",,11.99,0,45% off,PeaveyMart,Home & Garden,Scotts Summerguard Fertilizer 4kg bag $11.99,http://www.tkqlhce.com/click-749547-11111897?url=https%3A%2F%2Fwww.peaveymart.com%2FSummerguard-Fertilizer-P30227.aspx&amp;sid=rfdcb,1236,1
9,Pinotnoah,"Jun 29th, 2020 4:13 pm",,"Jun 30th, 2020 12:05 am",,$3.10,12,80%,,Groceries,80% off select Lindt Chocolate Vaughan Mills,,3784,5
10,Ducky90,"Jun 19th, 2020 2:35 am",,"Jun 29th, 2020 11:39 pm",,699,44,,Walmart,Sports & Fitness,Echelon Connect Sport Spin Bike $699,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36751&amp;murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2Fechelon-connect-sport-spin-bike%2F6000201499355%3Fcmpid%3Dsem_google_en_pla_none_869128799_79172769260_None%26gclsrc%3Daw.ds%26%26gclid%3DEAIaIQobChMI6NP3uZ2N6gIViCCtBh2gXAY-EAQYASABEgIY7vD_BwE%26gclsrc%3Daw.ds&amp;u1=rfdcb,15593,10
11,cyndihuu,"Jun 25th, 2020 6:46 pm",,"Jun 29th, 2020 11:28 pm",Restaurants,$0.99,38,,Wendy's,Fast Food,$0.99 Chocolate Frosty at Wendy's,,9004,33
12,CanadianHummus,"Jun 29th, 2020 10:58 am",,"Jun 29th, 2020 11:14 pm",Financial Services,51.99,11,,Amazon.ca,Other,Trolley Dolly - Victorian ($51.99),http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB074KQN7CW%2Fref%3Dcm_sw_r_cp_apa_i_LeG-EbV5K9DE7yeXB0ZWRBZElkPUEwNTE5NDQwMlRNSTI1T1E4OE1RVSZ3aWRnZXROYW1lPXNwX3Bob25lX3NlYXJjaF9hdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl%26th%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2938,0
13,Bincent,"Jun 29th, 2020 6:10 pm","June 30, 2020","Jun 29th, 2020 10:38 pm",,$2,4,50% off,Whole Foods Market,Groceries,GT Kombucha (2 for $4) @ Whole Foods Markham,,1755,5
14,toguy,"Jun 29th, 2020 7:24 am","August 2, 2020","Jun 29th, 2020 10:19 pm",Beauty & Wellness,134.99,17,$35,Costco,Beauty Supplies & Personal Care,Sonicare Toothbrushes (2-pack) - 134.99 ($35 off),https://www.costco.ca/philips-sonicare-protective-clean-platinum-handle-pack.product.100399655.html,3727,3
15,Skilas,"Jun 29th, 2020 12:54 am",,"Jun 29th, 2020 10:10 pm",Kids & Babies,,9,,Amazon.ca,School Supplies,Color & Frame Coloring Books (spiral bound) - By the Sea / In the Forest - $3.19 each,,3602,12
16,Freebush,"Jun 29th, 2020 9:46 pm","June 30, 2020","Jun 29th, 2020 9:46 pm",,$14.99,0,$40.00,Memory Express,Computers & Electronics,Polk Audio Swimmer Jr Flexible Bluetooth Speaker $14.99/ Polk Audio Swimmer Duo Bluetooth Waterproof Speaker $19.99,https://www.memoryexpress.com/Products/MX65475,1641,2
17,Poutinesauce,"Jun 24th, 2020 8:18 pm","July 6, 2020","Jun 29th, 2020 9:36 pm",Computers & Electronics,$6.49,10,50% off,Nintendo,Video Games,Duke Nukem 20th Anniversary World Tour Switch $6.49 on eShop,,3859,3
18,baykingcollege,"May 31st, 2020 2:25 pm",,"Jun 29th, 2020 9:29 pm",Home & Garden,398,103,,Home Depot,Home Improvement & Tools,RYOBI 18V ONE+ 16-inch Mower + Trimmer + Blower + 2 * 4.0Ah Batteries + Charger $398,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/ryobi-18v-one-16-inch-mower-trimmer-and-blower-kit-with-2-4-0ah-batteries-and-1-charger/1001530544,25796,12
19,NerdyGreg,"Jun 29th, 2020 3:11 pm",,"Jun 29th, 2020 9:11 pm",,$2 per can,10,,,Groceries,Waterloo Brewing: $60 for 30 tall boys,https://waterloobrewing.com/pages/our-store,3824,12
20,pleebent,"May 23rd, 2020 7:06 pm",,"Jun 29th, 2020 9:09 pm",,,303,,Hyundai,Automotive,Hyundai Sante Fe and Tucson 0% financing for 72m and 6m payment deferral,https://www.hyundaicanada.com/en/special-offers,60103,24
21,scrubfordeals,"Jun 29th, 2020 7:36 pm","July 13, 2020","Jun 29th, 2020 8:17 pm",Kids & Babies,,5,50% off,Uber Eats,Other,$8 OFF on $15 - Targeted,,1963,-2
22,pkeep22,"Jun 24th, 2020 12:04 pm",,"Jun 29th, 2020 8:11 pm",Entertainment,21.89,61,,Amazon.ca,"Books, Music, Movies, Magazines",Parasite 4K Blu ray - $21.89,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FParasite-4K-Blu-ray%2Fdp%2FB086PVQZZ5&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,6637,23
23,btwitsmatt,"Jun 29th, 2020 9:34 am",,"Jun 29th, 2020 6:23 pm",Sports & Fitness,,11,25% off,Altitude Sports,Other,Hydroflask 25% off + 5% membership discount,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=42557&amp;murl=https%3A%2F%2Fwww.altitude-sports.com%2Fcollections%2Fhydro-flask&amp;u1=rfdcb,3138,6
24,essjayess,"Jun 29th, 2020 6:14 pm",,"Jun 29th, 2020 6:18 pm",,$1.47,1,,Amazon.ca,Groceries,"Nuba Hibiscus Tisane (Tea), Low Calorie, 355ml, $1.47 (Add-on Item)",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FNuba-Hibiscus-Tisane-Calorie-355ml%2Fdp%2FB073H2QZSV%2Fref%3Dsr_1_69%3Fdchild%3D1%26qid%3D1593468048%26refinements%3Dp_85%253A5690392011%26rnid%3D5690384011%26rps%3D1%26s%3Dgrocery%26sr%3D1-69&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,908,-1
25,asdmd19,"Jun 25th, 2020 1:23 pm",,"Jun 29th, 2020 6:14 pm",Computers & Electronics,348,7,22% off,,Peripherals & Accessories,Sony WH-1000XM3 Wireless Noise Cancelling Headphones – $100.00 off,https://gibbyselectronicsupermarket.ca/product/sony-wh1000xm3-b-black-over-ear-bluetooth-noise-canceling-headphones/?utm_source=Facebook%2FInstagram&amp;utm_medium=CPC&amp;utm_campaign=Prospecting&amp;fbclid=IwAR1w-hYHCWb-5UZYLVt6Ha93v6Q2RAl1LpK5p8O7mEOVW8VnCFa-BtYqMdI,4238,-7
26,jasonp2323,"Jun 17th, 2020 9:37 pm",,"Jun 29th, 2020 4:31 pm",Computers & Electronics,$50,51,,Freedom Mobile,Telecom,*warm* Freedom mobile $50 15gb,,10429,4
27,pongster,"Jun 18th, 2020 2:53 pm",,"Jun 29th, 2020 4:28 pm",Home & Garden,$29.99,14,,Costco,Appliances,Costco.ca FoodSaver Model FM1500-033 $29.99,https://www.costco.ca/foodsaver-fresh-food-preservation-system.product.100349723.html,5459,-1
28,MikoWilson,"Jun 29th, 2020 12:55 pm",,"Jun 29th, 2020 4:23 pm",,119.99,6,50%,Amazon.ca,Computers & Electronics,"Echo Plus (2nd gen), with Amazon Smart Plug and Phillips Hue White A19 LED Smart Bulb -- $119 / 50% off",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB08BJW9ZKK%2Fref%3Dods_gw_ha_h1_lr_bl_eg_0623%3Fpf_rd_r%3DFQGRW0C7JEBNVCPV7PZN%26pf_rd_p%3Dcb7811f5-bf6e-44a9-9896-02d40662f391%26th%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1351,1
29,Freefast99,"Jun 29th, 2020 4:18 pm",,"Jun 29th, 2020 4:18 pm",Computers & Electronics,656.99,0,,Amazon.ca,Cameras,"Insta 360 One R 1"" Edition 656.99 all in!",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FInsta360-ONE-1-Inch-Stabilization-Waterproof%2Fdp%2FB087P4BQ74%2Fref%3Dmp_s_a_1_4%3Fdchild%3D1%26keywords%3Dinsta360%2Bone%2Br%26qid%3D1593461769%26sr%3D8-4&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1467,-1
0,dealicious,"Jun 29th, 2020 3:59 pm","July 1, 2020","Jun 29th, 2020 3:59 pm",,21.99,0,8$ off,Amazon.ca,Computers & Electronics,Bluetooth and USB Dongle Wireless Keyboard,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07W92XYB5%2Fref%3Das_li_ss_tl%3Fie%3DUTF8%26psc%3D1%26linkCode%3Dll1%26tag%3Dmutepi-20%26linkId%3D5d4e831b2525575ab499b79007068dd9%26language%3Den_CA&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1795,6
1,Simplex1234,"Jun 29th, 2020 3:08 pm",,"Jun 29th, 2020 3:08 pm",Home & Garden,242.10,1,24% off,Home Depot,Home Improvement & Tools,Milwaukee M12 FUEL 1/4″ Extended Reach Ratchet @ $242.10,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/milwaukee-tool-m12-fuel-12v-lithium-ion-brushless-cordless-1-4-inch-extended-reach-ratchet-tool-only-/1001501061,1110,0
2,zzricezz,"Jun 29th, 2020 10:37 am","August 5, 2020","Jun 29th, 2020 2:21 pm",Home & Garden,50-60,25,45,IKEA,Furniture,"HÄLLESTAD Laminate Countertop 74"" ($50) or 98"" ($60)",https://www.ikea.com/ca/en/p/haellestad-countertop-double-sided-white-aluminum-effect-aluminum-effect-metal-effect-edge-with-metal-effect-edge-laminate-60264366/,7472,20
3,GitGudSam,"Jun 29th, 2020 2:07 pm",,"Jun 29th, 2020 2:07 pm",Computers & Electronics,$79.99,0,$10 OFF,Amazon.ca,Cameras,Fujifilm Instax Mini 11 - $79.99 ($10 OFF),http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FFujifilm-Instax-Mini-Instant-Camera%2Fdp%2FB085286JCJ%2F&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,726,-2
4,Cheapo-Findo,"Jun 7th, 2020 12:52 am","June 12, 2020","Jun 29th, 2020 12:48 pm",Small Business,1.97,16,56% off,Amazon.ca,Office Supplies,Crayola 24 Coloured Pencils - $1.97 ( AN ADD-ON ITEM),http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FCrayola-Coloured-Colouring-Journaling-Supplies%2Fdp%2FB00006RSPC%2Fref%3Dsr_1_32%3Fdchild%3D1%26keywords%3Dcrayola%26qid%3D1592854539%26sr%3D8-32&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,6498,30
5,Types84,"Jun 23rd, 2020 9:25 am","June 29, 2020","Jun 29th, 2020 12:43 pm",Home & Garden,,35,,,Appliances,Nespresso Private Sale - Vertuo Line for $29 with 350 pod purchase - Ends June 29th!,,12903,6
6,rupendra76,"Jun 15th, 2020 4:29 pm",,"Jun 29th, 2020 12:39 pm",Home & Garden,199,15,,Rona,Home Improvement & Tools,Bostitch 2HP/ Gal compressor with 18GA Nailer Combo $199,http://go.redirectingat.com?id=2927x594702&amp;xs=1&amp;url=https%3A%2F%2Fwww.rona.ca%2Fen%2Fmagnesium-compressor-and-nailer-yellow-and-black-10645001%3Futm_campaign%3Dcj_Skimlinks%26amp%3Butm_content%3D5370367-100047067%26amp%3Butm_medium%3Daffiliate%26amp%3Butm_source%3Dcj%26amp%3Bcjevent%3D8a634679af4611ea804202a70a1c0e10,4448,0
7,karthiks,"May 24th, 2020 10:43 pm",,"Jun 29th, 2020 12:30 pm",Computers & Electronics,,67,,Virgin Mobile,Telecom,[YMMV] [ON] [QC] 8GB @ $45/mo BYOD plan with Virgin home internet,,21941,14
8,sprung,"Jun 26th, 2020 1:04 pm","September 7, 2020","Jun 29th, 2020 12:07 pm",Travel,,21,,,Hotels,"Westin Marriot Toronto - free breakfast, parking, and more all summer",https://twitter.com/WestinToronto/status/1276561230015221764,5088,-1
9,DLabel,"Jun 13th, 2020 3:47 pm",,"Jun 29th, 2020 11:57 am",,$119,100,Reg $399,Home Depot,Home & Garden,Retractable awning $119,,41013,15
10,awsometruth,"Jun 28th, 2020 5:46 pm",,"Jun 29th, 2020 11:24 am",,90.88,4,,,Computers & Electronics,$90.88 - MeCool KM1 4gb ram + 32gb- Google Certified Android TV,http://www.awin1.com/cread.php?awinmid=6378&amp;awinaffid=139736&amp;clickref=&amp;p=https://www.aliexpress.com/item/4000844998646.html?spm=a2g0o.store_home.slider_931605154.0,1814,-9
11,immad01,"Jun 25th, 2020 11:34 am","July 1, 2020","Jun 29th, 2020 10:33 am",,$10.99,19,,Lowe's,Home & Garden,"FLEXON 1/2"" X 50' LIGHT-DUTY HOSE for $10.99 (In store only, GTA stores)",http://www.dpbolvw.net/click-749547-11662090?url=https%3A%2F%2Fwww.lowes.ca%2Fflyer&amp;sid=rfdcb,4085,3
12,aquaman123,"Jun 29th, 2020 9:43 am","July 9, 2020","Jun 29th, 2020 9:45 am",Kids & Babies,$17.99,1,40%,Canadian Tire,Toys & Games,Hot Wheels cars 20pk-$17.99,https://www.canadiantire.ca/en/pdp/hot-wheels-cars-20-pk-0506621p.html,1386,6
13,frugalcanuck,"Jun 15th, 2020 6:34 pm",,"Jun 29th, 2020 9:31 am",Computers & Electronics,1498.00,28,21,Visions Electronics,Televisions,"Sony 65"" 4K HDR Smart Android TV with Picture Processor X1 Ultimate (XBR65X950G) $1498 In Store Only YMMV",https://www.visions.ca/product-detail/48864/sony_65_4k_hdr_smart_android_tv_with_picture_processor_x1_ultimate_and_acoustic_multi_audio?categoryId=529&amp;sku=XBR65X950G,5515,12
14,GoombaXIV,"Jun 28th, 2020 10:20 am",,"Jun 29th, 2020 9:18 am",Sports & Fitness,,3,,MEC,Equipment,La Sportiva climbing shoes 25% off,https://www.mec.ca/en/brand/la-sportiva/products/climbing/climbing-footwear/rock-climbing-shoes/c/1190,1908,6
15,badbeerbreath,"Jun 29th, 2020 7:32 am",,"Jun 29th, 2020 7:36 am",Entertainment,,1,,,"Books, Music, Movies, Magazines",Deezer HiFi - 1 month free then CAD $14.99/month,https://www.deezer.com/us/offers/hifi?origin=Facebook&amp;utm_campaign=acq-ca_hifi_music-magazines&amp;utm_content=offers-hifi&amp;utm_medium=social_post-obj_sub&amp;utm_source=facebook&amp;fbclid=IwAR2sw8cj3NXbqX6AL59yaSjHt76fjbgMtTKlytdS9-mAYZ9wWwQ9jSbBJqs,825,1
16,twisted_rabbit,"Jun 1st, 2020 11:01 am","June 30, 2020","Jun 29th, 2020 7:35 am",Computers & Electronics,,68,,,Home Theatre & Audio,Sennheiser HD 25 $129.95 HD 280Pro $99.95 free shipping,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=43840&amp;murl=https%3A%2F%2Fen-ca.sennheiser.com%2Fspecial-deals&amp;u1=rfdcb,21754,34
17,RachelN35978,"Jun 29th, 2020 12:01 am","July 15, 2020","Jun 29th, 2020 6:18 am",Travel,,5,up to 20%,sandmanhotels.com,Hotels,Select Sandman Hotels in Alberta - $75 AMEX GIFT CARD PER NIGHT,http://www.tkqlhce.com/click-749547-10801779?url=https%3A%2F%2Fwww.sandmanhotels.com%2Foffers%2Falberta-escape&amp;sid=rfdcb,2160,4
18,hill15,"Jun 23rd, 2020 10:57 am","July 1, 2020","Jun 29th, 2020 5:58 am",,$1.64lb,83,,Walmart,Groceries,"Cherries $1.64lb, Leadbetters Cowboy Burgers $7.97 (Ontario) June 25 to July 1",http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36751&amp;murl=https%3A%2F%2Fwww.walmart.ca%2Fflyer&amp;u1=rfdcb,17942,27
19,Paulie1RFD,"Jun 21st, 2020 11:40 pm","June 25, 2020","Jun 29th, 2020 1:05 am",,Too many,76,Varies,Best Buy,Computers & Electronics,Boxing Day In Summer Sale,https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/event/upcoming-sales/blt86b7de68548bf9ad?CMP=eml-bby-pr-m-2020-06-21-c_bw-csgsc_acr-gcat_acr-g_sl-f_na-na-na-live,43611,-46
20,CauseBurn,"Jun 28th, 2020 10:00 pm",,"Jun 29th, 2020 1:01 am",,1399.00,16,26% Off,Canada Computers,Computers & Electronics,"Acer Predator Helios 300 Gaming Notebook ($1,899 - $500 = $1399.00)",https://www.canadacomputers.com/product_info.php?cPath=710_1925_1920_1923&amp;item_id=148889,2840,-6
21,2Riskit,"Jun 11th, 2020 9:26 pm",,"Jun 28th, 2020 11:55 pm",Computers & Electronics,,214,,,Peripherals & Accessories,Windows 10 Professional $59.99 CDN or $39.99 USD,https://software.pcworld.com/index.php,33361,-52
22,skarycat,"Jun 26th, 2020 4:02 pm","July 2, 2020","Jun 28th, 2020 11:43 pm",Computers & Electronics,349.99,10,$50 off,Best Buy,Peripherals & Accessories,Canon imageCLASS MF644Cdw $349.99,https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/canon-imageclass-mf644cdw-colour-wireless-all-in-one-laser-printer/13796850,3568,0
23,fifi75,"Jun 22nd, 2020 9:37 am","June 28, 2020","Jun 28th, 2020 11:11 pm",Sports & Fitness,,37,50%,,Clothing & Accessories,"Canadian Tire Triangle MasterCard holders - 50% off at Helly Hansen + Free shipping (targeted, YMMV)",https://www.hellyhansen.com/en_ca/,8039,7
24,MalayT55490,"Jun 4th, 2020 3:26 pm",,"Jun 28th, 2020 10:02 pm",Home & Garden,252.64,17,28%,Amazon.ca,Appliances,Vitamix Explorian Blender- Renewed: $252.64,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07CXVSMZ4%2Fref%3Dppx_yo_dt_b_asin_title_o00_s00%3Fie%3DUTF8%26psc%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,7411,0
25,wax888,"Jun 5th, 2020 4:41 pm","July 2, 2020","Jun 28th, 2020 9:26 pm",Computers & Electronics,797.99,7,,Costco,Televisions,Hisense 70-in. 4K HDR Roku Smart TV 70R6209 for $797.99,https://www.costco.ca/hisense-70-in.-4k-hdr-roku-smart-tv-70r6209.product.100526425.html,5859,16
26,brghunter,"Mar 19th, 2020 11:41 am",,"Jun 28th, 2020 8:43 pm",,,151,,Lowe's,Home & Garden,"Free shipping, no minimum",http://www.anrdoezrs.net/click-749547-11662090?url=https%3A%2F%2Fwww.lowes.ca&amp;sid=rfdcb,45069,-11
27,otaknap,"Jun 28th, 2020 2:38 pm",,"Jun 28th, 2020 7:33 pm",,400,5,31%,Home Depot,Home & Garden,Weber Q3200NG [YMMV] Vaughan location $400,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/weber-q-3200-gas-bbq/1000723721,3647,1
28,jon604,"Jun 27th, 2020 7:47 pm",,"Jun 28th, 2020 7:29 pm",Home & Garden,$114,20,15%,,Appliances,Thermapen mk4 $115,https://dicksonbbq.com/search?q=Thermapen,4536,4
29,dostrowsky,"Jun 28th, 2020 6:40 pm",,"Jun 28th, 2020 6:40 pm",Computers & Electronics,$10,0,60%,Walmart,Peripherals & Accessories,Great Value Inkjet Cartridges ($5 or $10),,1506,1
0,nabeeltech,"Jun 25th, 2020 6:35 pm",,"Jun 28th, 2020 5:44 pm",,4,4,,,Home & Garden,"(YMMV) Phillips LED Recessed Retrofit Trim 5-6"" - $4",,2841,2
1,coopercold,"Jun 22nd, 2020 10:58 am",,"Jun 28th, 2020 5:14 pm",,,18,,Amazon.ca,Groceries,REESE Puffs Cereal 601g (Family Size) $3.37 or $3.77 on S&S + FS (no Prime needed),http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07DD7M23P%2F&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,4104,19
2,slyn007,"Jun 27th, 2020 12:55 pm",,"Jun 28th, 2020 4:56 pm",,$99.99,10,$130,Canadian Tire,Automotive,Big Red 3.5 ton jack - $99.99 YMMV,https://www.canadiantire.ca/en/pdp/big-red-3-5-ton-floor-jack-with-quick-start-3996022p.html,3803,2
3,phoreoneone,"Jun 28th, 2020 3:07 pm",,"Jun 28th, 2020 4:50 pm",,,5,,Amazon.ca,Beauty & Wellness,Jamieson Chewable Vitamin C 500 mg - Tangy Orange $3.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FJamieson-Chewable-Vitamin-500-Orange%2Fdp%2FB003M59YZC%2Fref%3Dsr_1_4%3Fdchild%3D1%26keywords%3Djamieson%2Bchewable%2Bvitamin%2Bc%2B500mg%26qid%3D1593371126%26s%3Dhpc%26sr%3D1-4&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1985,4
4,blue_lammer,"Jun 27th, 2020 3:31 pm",,"Jun 28th, 2020 4:37 pm",Automotive,99.99,27,50%,,Auto Parts & Accessories,$99 Aukey DR03D Front-Back 1080P Dash Cam,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FAUKEY-Wide-Angle-G-Sensor-Dual-Port-Charger%2Fdp%2FB07FC96SQZ&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,6020,10
5,redflagdealsguy,"Jun 28th, 2020 11:50 am",,"Jun 28th, 2020 4:35 pm",,857.10,23,,Grand And Toy,Computers & Electronics,"Lenovo V14-ARE - 14"" FHD - Ryzen 7 4700U - 8 GB / 256 GB SSD - US English Keyboard -- $857.10 [Backordered] (Ends 06/30)",http://go.redirectingat.com?id=2927x594702&amp;xs=1&amp;url=https%3A%2F%2Fwww.grandandtoy.com%2Fen%2Fproduct%2FSY6538469_Lenovo_V14-ARE_-_14_-_Ryzen_7_4700U_-_8_GB_RAM_-_256_GB_SSD_-_US_%28Language_English__region_United_States%29.aspx,3667,3
6,cyndihuu,"Jun 28th, 2020 9:38 am",,"Jun 28th, 2020 3:53 pm",Beauty & Wellness,,4,,Yves Rocher,Beauty Supplies & Personal Care,Yves Rocher Canada Deals: Save 50% OFF Sitewide + FREE Trio w/ Your Order + FREE Beach Towel w/ Your Order $50 + More,https://www.yvesrocher.ca/en/sales/c/sales-promotion?utm_source=commission_junction&amp;utm_medium=all_affiliate&amp;utm_campaign=af_Smart+Canucks+Inc.&amp;cjevent=67b48f93b94411ea82ad01550a240611,2320,8
7,ontheroad,"Jun 28th, 2020 11:42 am",,"Jun 28th, 2020 3:52 pm",,272.96,5,,Walmart,Sports & Fitness,VEVOR 52.5LBS Adjustable Dumbbell 272.96 each,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36751&amp;murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2FVEVOR-52-5LBS-Adjustable-Dumbbell-1-PCS-Standard-Adjustable-Dumbbell-Handle-Weight-Plate%2FPRD3SPOO5Z76TVU&amp;u1=rfdcb,2124,-3
8,BenK22,"Jun 26th, 2020 10:20 am",,"Jun 28th, 2020 3:36 pm",Sports & Fitness,299.99,5,,,Equipment,AmStaff TP006D Power Squat Rack Training System (in stock) ($299.99),https://fitnessavenue.ca/amstaff-tp006d-power-squat-rack-training-system-cage,2778,6
9,jerson,"Jun 28th, 2020 3:27 pm",,"Jun 28th, 2020 3:27 pm",Kids & Babies,,0,30% Off,Toys R Us,Toys & Games,LEGO Minifigures Disney Series 2 - Discontinued Clearance ($3.48 each),https://www.toysrus.ca/en/LEGO-Minifigures-Disney-Series-2-71024/AA14B2F5.html,2495,8
10,ml2chan,"Jun 26th, 2020 11:45 am",,"Jun 28th, 2020 3:12 pm",Computers & Electronics,714,15,,Lenovo Canada,Computers & Tablets/eReaders,LENOVO - $714 Ideapad 3 17' | Ryzen 5 4500U | 512GB SSD | 8GB RAM (4 GB Soldered + 4 GB DIMM),http://lenovo.evyy.net/c/341376/225728/3899?u=https%3A%2F%2Fwww.lenovo.com%2Fca%2Fen%2Flaptops%2Fideapad%2Fideapad-300-series%2FIdeaPad-3-17ARE05%2Fp%2F88IPS301433,4881,3
11,katie9853864,"Jun 28th, 2020 2:51 pm",,"Jun 28th, 2020 2:51 pm",,$4,0,,Dollarama,Home & Garden,Rainkist Large Size/Beach Umbrella Steel Shaft $4,,1653,5
12,IanHam,"Jun 26th, 2020 3:11 am","July 4, 2020","Jun 28th, 2020 2:50 pm",Computers & Electronics,$25,34,$10 off,Best Buy,Other,TP-Link Kasa Smart Wi-Fi Plug Lite - 2 Pack $25 | $10 off,https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/tp-link-kasa-smart-wi-fi-plug-lite-2-pack/13863896?icmp=fly-WDH-BB-2020-06-26-13863896,7681,11
